steamid,player_name,team_clan_name,map_count,tapd_ct,tapd_t,tapd_overall,oap_ct,oap_t,oap_overall,podt_ct,podt_t,podt_overall,pokt_ct,pokt_t,pokt_overall,adnt_rank_ct,adnt_rank_t,adnt_rank_overall,adat_rank_ct,adat_rank_t,adat_rank_overall,role_overall,role_t,role_ct
76561198889240025,riskyb0b,Nemiga Gaming,5,60.492201372074256,60.0806423611111,60.33980517329591,17.02127659574468,24.444444444444443,20.652173913043477,24.794188861985468,43.51851851851852,31.660502114213177,17.70030816640986,41.313131313131315,31.13778319181207,0.34237288135593225,0.30000000000000004,0.32566371681415934,0.46101694915254243,0.3222222222222222,0.4584070796460177,Spacetaker,Spacetaker,Rotator
76561198837117408,1eeR,Nemiga Gaming,5,57.65800670903955,57.571108217592595,57.64489759887007,23.728813559322035,22.22222222222222,23.008849557522122,15.254237288135593,19.675925925925927,19.35136765888978,19.9364406779661,20.185185185185187,19.08984307983923,0.7254237288135593,0.6037037037037037,0.7115044247787611,0.559322033898305,0.6777777777777778,0.631858407079646,IGL,Spacetaker,Rotator
76561198951467648,khaN,Nemiga Gaming,5,71.33094749579125,58.75371159511784,65.5387278240827,18.64406779661017,22.22222222222222,20.353982300884955,17.11350796096559,39.74747474747475,29.586696489351358,19.241634072142546,25.50705467372134,21.111011086626853,0.6305084745762712,0.562962962962963,0.44424778761061945,0.4135593220338983,0.37037037037037035,0.37522123893805315,AWPer,AWPer,AWPer
76561198248953762,Buzz,OG,5,50.65131217211461,59.59507345491388,55.16797219376669,23.728813559322035,10.638297872340425,17.92452830188679,16.30952380952381,25.74468085106383,20.77891448174467,29.808496588157603,31.453900709219855,31.163176446195315,0.6745762711864407,0.40425531914893614,0.5490566037735849,0.8440677966101696,0.748936170212766,0.739622641509434,,,
76561198012987839,JUST,Movistar KOI,5,58.26803204236241,54.589529737478955,54.75143534978094,11.904761904761903,33.333333333333336,23.333333333333332,16.632653061224488,17.03493265993266,16.776716384559524,24.242424242424242,24.166666666666668,26.58418923124805,0.42857142857142866,0.75,0.6711111111111111,0.5619047619047619,0.7999999999999999,0.6022222222222222,,,
76561198068506849,pz,Bad News Kangaroos,5,59.671010044642856,61.3828078881346,60.6977297604739,25.0,15.909090909090907,20.652173913043477,23.769841269841265,8.972845336481699,16.28493788819876,13.463203463203463,22.402597402597397,16.848645812840186,0.8166666666666668,0.7159090909090909,0.8173913043478261,0.6166666666666668,0.7363636363636363,0.5956521739130435,,,
76561198067762481,ADDICT,Bad News Kangaroos,5,63.59457465277777,53.64117542613636,59.95893429487179,20.833333333333332,18.181818181818183,19.565217391304348,9.444444444444443,20.227272727272727,16.55170011148272,15.277777777777777,20.739538239538238,17.540702051571618,0.5166666666666667,0.8977272727272727,0.6739130434782609,0.3833333333333333,0.8863636363636364,0.5021739130434782,,,
76561198048350311,damyo,Bad News Kangaroos,5,65.46019965277777,54.6440137987013,59.22537827176075,18.749999999999996,20.454545454545453,19.565217391304348,25.277777777777775,24.740259740259738,24.97483245430479,22.291666666666668,30.681818181818183,24.45981554677207,0.38333333333333336,0.4113636363636364,0.3782608695652174,0.46666666666666673,0.5045454545454546,0.43043478260869567,,,
76561198047402862,stadodo,Movistar KOI,5,65.71138392857142,65.88294468118687,60.60067518047429,25.0,5.5555555555555545,15.789473684210526,11.428571428571429,24.63383838383838,19.45686258186258,6.349206349206348,27.44047619047619,19.430199430199426,0.6095238095238096,0.6083333333333334,0.5911111111111111,0.5428571428571429,0.4583333333333333,0.6777777777777778,,,
76561198182168605,M1key,OG,5,53.041479078389834,55.421571048632224,53.99175640146867,16.949152542372882,23.404255319148938,19.81132075471698,19.802259887005647,24.04255319148936,22.155717632965132,17.366362451108216,21.985815602836876,20.818624027412504,0.47796610169491527,0.7659574468085106,0.7339622641509433,0.4,0.8340425531914895,0.7622641509433962,Spacetaker,Spacetaker,Rotator
